trace,num_requests,num_objects,req_gib,obj_gib,compulsory_miss_ratio,obj_size_req,obj_size_obj,freq_mean,time_span_sec,onehit_count,onehit_ratio
tencentBlock.ns2641.oracleGeneral.zst,2389703,124094,0.0022,0.0001,0.0519,1.0,1.0,19.2572,781199,52845,0.4258
tencentBlock.ns2637.oracleGeneral.zst,7071149,948864,0.0066,0.0009,0.1342,1.0,1.0,7.4522,781199,503005,0.5301
tencentBlock.ns2636.oracleGeneral.zst,1322181,202169,0.0012,0.0002,0.1529,1.0,1.0,6.54,781194,37421,0.1851
tencentBlock.ns2627.oracleGeneral.zst,41465886,7142374,0.0386,0.0067,0.1722,1.0,1.0,5.8056,781199,5873978,0.8224
tencentBlock.ns2617.oracleGeneral.zst,1096098,557210,0.001,0.0005,0.5084,1.0,1.0,1.9671,781199,475218,0.8529
tencentBlock.ns2610.oracleGeneral.zst,5353701,623829,0.005,0.0006,0.1165,1.0,1.0,8.582,781199,147399,0.2363
tencentBlock.ns2605.oracleGeneral.zst,3163650,314249,0.0029,0.0003,0.0993,1.0,1.0,10.0673,781195,96515,0.3071
tencentBlock.ns2598.oracleGeneral.zst,3857525,221966,0.0036,0.0002,0.0575,1.0,1.0,17.3789,781198,6245,0.0281
tencentBlock.ns2596.oracleGeneral.zst,1084662,608117,0.001,0.0006,0.5607,1.0,1.0,1.7836,781198,535186,0.8801
tencentBlock.ns2594.oracleGeneral.zst,2670348,195446,0.0025,0.0002,0.0732,1.0,1.0,13.6628,781199,20498,0.1049
tencentBlock.ns2586.oracleGeneral.zst,4425864,201513,0.0041,0.0002,0.0455,1.0,1.0,21.9632,781199,83379,0.4138
tencentBlock.ns2583.oracleGeneral.zst,116501488,1226812,0.1085,0.0011,0.0105,1.0,1.0,94.9628,781200,169020,0.1378
tencentBlock.ns2576.oracleGeneral.zst,1228794,148797,0.0011,0.0001,0.1211,1.0,1.0,8.2582,781197,5551,0.0373
tencentBlock.ns25697.oracleGeneral.zst,3150043,1325569,0.0029,0.0012,0.4208,1.0,1.0,2.3764,213812,994326,0.7501
tencentBlock.ns2568.oracleGeneral.zst,5871040,678861,0.0055,0.0006,0.1156,1.0,1.0,8.6484,781198,163778,0.2413
tencentBlock.ns25669.oracleGeneral.zst,23473948,9723430,0.0219,0.0091,0.4142,1.0,1.0,2.4142,328206,3137710,0.3227
tencentBlock.ns25663.oracleGeneral.zst,1888496,278436,0.0018,0.0003,0.1474,1.0,1.0,6.7825,308518,104829,0.3765
tencentBlock.ns25650.oracleGeneral.zst,2312623,300525,0.0022,0.0003,0.1299,1.0,1.0,7.6953,307123,88780,0.2954
tencentBlock.ns25640.oracleGeneral.zst,1129018,155556,0.0011,0.0001,0.1378,1.0,1.0,7.258,303382,93116,0.5986
tencentBlock.ns25639.oracleGeneral.zst,1953042,242480,0.0018,0.0002,0.1242,1.0,1.0,8.0544,295743,78089,0.322
tencentBlock.ns25630.oracleGeneral.zst,3144355,192871,0.0029,0.0002,0.0613,1.0,1.0,16.3029,314130,66592,0.3453
tencentBlock.ns25621.oracleGeneral.zst,1924609,789181,0.0018,0.0007,0.41,1.0,1.0,2.4387,335532,598738,0.7587
tencentBlock.ns25616.oracleGeneral.zst,2014606,236606,0.0019,0.0002,0.1174,1.0,1.0,8.5146,304752,117720,0.4975
tencentBlock.ns2561.oracleGeneral.zst,2329554,356179,0.0022,0.0003,0.1529,1.0,1.0,6.5404,781194,103850,0.2916
tencentBlock.ns25599.oracleGeneral.zst,1781314,313890,0.0017,0.0003,0.1762,1.0,1.0,5.675,354776,128862,0.4105
tencentBlock.ns2559.oracleGeneral.zst,1181266,277209,0.0011,0.0003,0.2347,1.0,1.0,4.2613,781196,174366,0.629
tencentBlock.ns25585.oracleGeneral.zst,2421592,860616,0.0023,0.0008,0.3554,1.0,1.0,2.8138,412898,621911,0.7226
tencentBlock.ns25578.oracleGeneral.zst,1176267,127353,0.0011,0.0001,0.1083,1.0,1.0,9.2363,483002,48955,0.3844
tencentBlock.ns25563.oracleGeneral.zst,1108072,464716,0.001,0.0004,0.4194,1.0,1.0,2.3844,506961,373282,0.8032
tencentBlock.ns2554.oracleGeneral.zst,4745281,125491,0.0044,0.0001,0.0264,1.0,1.0,37.8137,781199,49848,0.3972
tencentBlock.ns25494.oracleGeneral.zst,1028230,135263,0.001,0.0001,0.1315,1.0,1.0,7.6017,593588,55194,0.408
tencentBlock.ns25476.oracleGeneral.zst,9950670,730996,0.0093,0.0007,0.0735,1.0,1.0,13.6125,767689,267330,0.3657
tencentBlock.ns25467.oracleGeneral.zst,1041462,138689,0.001,0.0001,0.1332,1.0,1.0,7.5093,768779,57938,0.4178
tencentBlock.ns25452.oracleGeneral.zst,1091331,143589,0.001,0.0001,0.1316,1.0,1.0,7.6004,767878,55161,0.3842
tencentBlock.ns2545.oracleGeneral.zst,4229280,478457,0.0039,0.0004,0.1131,1.0,1.0,8.8394,781196,125087,0.2614
tencentBlock.ns25428.oracleGeneral.zst,1163404,489991,0.0011,0.0005,0.4212,1.0,1.0,2.3743,600698,387886,0.7916
tencentBlock.ns25415.oracleGeneral.zst,2066653,229819,0.0019,0.0002,0.1112,1.0,1.0,8.9925,777332,59610,0.2594
tencentBlock.ns25411.oracleGeneral.zst,8327680,1145676,0.0078,0.0011,0.1376,1.0,1.0,7.2688,738379,567671,0.4955
tencentBlock.ns25402.oracleGeneral.zst,12355175,713920,0.0115,0.0007,0.0578,1.0,1.0,17.3061,738379,373724,0.5235
tencentBlock.ns25394.oracleGeneral.zst,3217990,179088,0.003,0.0002,0.0557,1.0,1.0,17.9688,736972,76158,0.4253
tencentBlock.ns25387.oracleGeneral.zst,7460937,288063,0.0069,0.0003,0.0386,1.0,1.0,25.9004,738378,138728,0.4816
tencentBlock.ns2536.oracleGeneral.zst,3952960,483280,0.0037,0.0005,0.1223,1.0,1.0,8.1794,781199,257721,0.5333
tencentBlock.ns2534.oracleGeneral.zst,9848142,1277681,0.0092,0.0012,0.1297,1.0,1.0,7.7078,781199,491588,0.3848
tencentBlock.ns2525.oracleGeneral.zst,2307117,294268,0.0021,0.0003,0.1275,1.0,1.0,7.8402,781196,59417,0.2019
tencentBlock.ns2520.oracleGeneral.zst,13523251,627572,0.0126,0.0006,0.0464,1.0,1.0,21.5485,781198,223432,0.356
tencentBlock.ns2511.oracleGeneral.zst,1713447,242754,0.0016,0.0002,0.1417,1.0,1.0,7.0584,781197,50340,0.2074
tencentBlock.ns2508.oracleGeneral.zst,4561976,104075,0.0042,0.0001,0.0228,1.0,1.0,43.8335,781199,23126,0.2222
tencentBlock.ns25013.oracleGeneral.zst,2460570,372667,0.0023,0.0003,0.1515,1.0,1.0,6.6026,781082,157578,0.4228
tencentBlock.ns2499.oracleGeneral.zst,1020735,128127,0.001,0.0001,0.1255,1.0,1.0,7.9666,781197,2178,0.017
tencentBlock.ns2495.oracleGeneral.zst,3667098,347895,0.0034,0.0003,0.0949,1.0,1.0,10.5408,781199,63754,0.1833
tencentBlock.ns24948.oracleGeneral.zst,3127706,239424,0.0029,0.0002,0.0765,1.0,1.0,13.0635,781138,39990,0.167
tencentBlock.ns2489.oracleGeneral.zst,2956149,207539,0.0028,0.0002,0.0702,1.0,1.0,14.2438,781200,35699,0.172
tencentBlock.ns24855.oracleGeneral.zst,1104814,157315,0.001,0.0001,0.1424,1.0,1.0,7.0229,781138,37583,0.2389
tencentBlock.ns2482.oracleGeneral.zst,4976569,969029,0.0046,0.0009,0.1947,1.0,1.0,5.1356,781199,516600,0.5331
tencentBlock.ns2478.oracleGeneral.zst,4822960,392424,0.0045,0.0004,0.0814,1.0,1.0,12.2902,781197,94092,0.2398
tencentBlock.ns2473.oracleGeneral.zst,1797153,284185,0.0017,0.0003,0.1581,1.0,1.0,6.3239,781198,79833,0.2809
tencentBlock.ns24725.oracleGeneral.zst,1842375,917748,0.0017,0.0009,0.4981,1.0,1.0,2.0075,781168,572328,0.6236
tencentBlock.ns2467.oracleGeneral.zst,1171075,194948,0.0011,0.0002,0.1665,1.0,1.0,6.0071,781199,123285,0.6324
tencentBlock.ns2458.oracleGeneral.zst,1530166,252214,0.0014,0.0002,0.1648,1.0,1.0,6.0669,781199,55508,0.2201
tencentBlock.ns2454.oracleGeneral.zst,2835993,285085,0.0026,0.0003,0.1005,1.0,1.0,9.9479,781199,74081,0.2599
tencentBlock.ns24497.oracleGeneral.zst,1220504,141576,0.0011,0.0001,0.116,1.0,1.0,8.6208,781174,34283,0.2422
tencentBlock.ns2447.oracleGeneral.zst,1751312,170475,0.0016,0.0002,0.0973,1.0,1.0,10.2731,781195,2912,0.0171
tencentBlock.ns2444.oracleGeneral.zst,4254203,464084,0.004,0.0004,0.1091,1.0,1.0,9.1669,781195,120705,0.2601
tencentBlock.ns24398.oracleGeneral.zst,1916642,493700,0.0018,0.0005,0.2576,1.0,1.0,3.8822,781172,245993,0.4983
tencentBlock.ns2438.oracleGeneral.zst,10250987,2611719,0.0095,0.0024,0.2548,1.0,1.0,3.925,781199,1683562,0.6446
tencentBlock.ns2434.oracleGeneral.zst,3002992,360506,0.0028,0.0003,0.12,1.0,1.0,8.3299,781199,49647,0.1377
tencentBlock.ns24332.oracleGeneral.zst,9723009,2456292,0.0091,0.0023,0.2526,1.0,1.0,3.9584,781175,1559805,0.635
tencentBlock.ns2430.oracleGeneral.zst,2897089,326431,0.0027,0.0003,0.1127,1.0,1.0,8.875,781200,18478,0.0566
tencentBlock.ns24254.oracleGeneral.zst,1414307,874548,0.0013,0.0008,0.6184,1.0,1.0,1.6172,781185,636713,0.728
tencentBlock.ns24247.oracleGeneral.zst,1928712,512936,0.0018,0.0005,0.2659,1.0,1.0,3.7601,781185,350190,0.6827
tencentBlock.ns24223.oracleGeneral.zst,5823107,960956,0.0054,0.0009,0.165,1.0,1.0,6.0597,781165,357519,0.372
tencentBlock.ns24190.oracleGeneral.zst,40368213,3593392,0.0376,0.0033,0.089,1.0,1.0,11.234,781188,1836080,0.511
tencentBlock.ns24157.oracleGeneral.zst,1310022,160952,0.0012,0.0001,0.1229,1.0,1.0,8.1392,781178,44538,0.2767
tencentBlock.ns24111.oracleGeneral.zst,2571813,294404,0.0024,0.0003,0.1145,1.0,1.0,8.7357,781186,62737,0.2131
tencentBlock.ns2399.oracleGeneral.zst,2755079,423048,0.0026,0.0004,0.1536,1.0,1.0,6.5125,781195,186345,0.4405
tencentBlock.ns23952.oracleGeneral.zst,3896606,749485,0.0036,0.0007,0.1923,1.0,1.0,5.199,781191,488318,0.6515
tencentBlock.ns23930.oracleGeneral.zst,1888445,482706,0.0018,0.0004,0.2556,1.0,1.0,3.9122,781177,239991,0.4972
tencentBlock.ns23925.oracleGeneral.zst,1365450,216503,0.0013,0.0002,0.1586,1.0,1.0,6.3068,781189,63572,0.2936
tencentBlock.ns23908.oracleGeneral.zst,2432013,222456,0.0023,0.0002,0.0915,1.0,1.0,10.9326,781191,62886,0.2827
tencentBlock.ns23905.oracleGeneral.zst,2845910,298077,0.0027,0.0003,0.1047,1.0,1.0,9.5476,781170,102541,0.344
tencentBlock.ns2390.oracleGeneral.zst,5684316,936747,0.0053,0.0009,0.1648,1.0,1.0,6.0681,781198,373133,0.3983
tencentBlock.ns2386.oracleGeneral.zst,26322707,830865,0.0245,0.0008,0.0316,1.0,1.0,31.6811,781200,157163,0.1892
tencentBlock.ns23855.oracleGeneral.zst,3249568,284191,0.003,0.0003,0.0875,1.0,1.0,11.4345,781190,73150,0.2574
tencentBlock.ns23842.oracleGeneral.zst,1257216,136798,0.0012,0.0001,0.1088,1.0,1.0,9.1903,497035,43483,0.3179
tencentBlock.ns23834.oracleGeneral.zst,4179561,527072,0.0039,0.0005,0.1261,1.0,1.0,7.9298,781189,127750,0.2424
tencentBlock.ns23831.oracleGeneral.zst,3029752,303889,0.0028,0.0003,0.1003,1.0,1.0,9.9699,781174,63359,0.2085
tencentBlock.ns23816.oracleGeneral.zst,4819412,406196,0.0045,0.0004,0.0843,1.0,1.0,11.8647,781191,85756,0.2111
tencentBlock.ns23781.oracleGeneral.zst,3451422,374056,0.0032,0.0003,0.1084,1.0,1.0,9.227,781189,87096,0.2328
tencentBlock.ns2377.oracleGeneral.zst,3217570,317775,0.003,0.0003,0.0988,1.0,1.0,10.1253,781198,102901,0.3238
tencentBlock.ns23767.oracleGeneral.zst,1892253,231370,0.0018,0.0002,0.1223,1.0,1.0,8.1785,781192,80451,0.3477
tencentBlock.ns2376.oracleGeneral.zst,60202760,2256401,0.0561,0.0021,0.0375,1.0,1.0,26.6809,781200,153924,0.0682
tencentBlock.ns23754.oracleGeneral.zst,2638661,240390,0.0025,0.0002,0.0911,1.0,1.0,10.9766,781192,71350,0.2968
tencentBlock.ns23740.oracleGeneral.zst,2776570,264444,0.0026,0.0002,0.0952,1.0,1.0,10.4997,781190,90903,0.3438
tencentBlock.ns23734.oracleGeneral.zst,2254182,201875,0.0021,0.0002,0.0896,1.0,1.0,11.1662,781191,58462,0.2896
tencentBlock.ns23730.oracleGeneral.zst,1293381,252756,0.0012,0.0002,0.1954,1.0,1.0,5.1171,781192,69270,0.2741
tencentBlock.ns2372.oracleGeneral.zst,3962930,490413,0.0037,0.0005,0.1238,1.0,1.0,8.0808,781196,160887,0.3281
tencentBlock.ns23716.oracleGeneral.zst,2282076,395411,0.0021,0.0004,0.1733,1.0,1.0,5.7714,781193,230096,0.5819
tencentBlock.ns23707.oracleGeneral.zst,5213615,1175701,0.0049,0.0011,0.2255,1.0,1.0,4.4345,781191,619219,0.5267
tencentBlock.ns23698.oracleGeneral.zst,4354776,246124,0.0041,0.0002,0.0565,1.0,1.0,17.6934,781189,44153,0.1794
tencentBlock.ns23692.oracleGeneral.zst,6551520,835277,0.0061,0.0008,0.1275,1.0,1.0,7.8435,781193,247490,0.2963
tencentBlock.ns23689.oracleGeneral.zst,14503139,3609131,0.0135,0.0034,0.2489,1.0,1.0,4.0185,781193,2834610,0.7854
tencentBlock.ns23687.oracleGeneral.zst,1005339,177301,0.0009,0.0002,0.1764,1.0,1.0,5.6702,781189,42649,0.2405
tencentBlock.ns23672.oracleGeneral.zst,1105128,148402,0.001,0.0001,0.1343,1.0,1.0,7.4469,309143,33312,0.2245
tencentBlock.ns23650.oracleGeneral.zst,1850617,189784,0.0017,0.0002,0.1026,1.0,1.0,9.7512,781193,5104,0.0269
tencentBlock.ns2363.oracleGeneral.zst,5373101,495525,0.005,0.0005,0.0922,1.0,1.0,10.8432,781200,119839,0.2418
tencentBlock.ns2362.oracleGeneral.zst,30340926,2150332,0.0283,0.002,0.0709,1.0,1.0,14.1099,781198,152387,0.0709
tencentBlock.ns23611.oracleGeneral.zst,2902162,317267,0.0027,0.0003,0.1093,1.0,1.0,9.1474,781194,122745,0.3869
tencentBlock.ns23605.oracleGeneral.zst,2409067,160229,0.0022,0.0001,0.0665,1.0,1.0,15.0351,781192,32896,0.2053
tencentBlock.ns23588.oracleGeneral.zst,1236616,124012,0.0012,0.0001,0.1003,1.0,1.0,9.9717,781193,41775,0.3369
tencentBlock.ns23577.oracleGeneral.zst,4415536,479315,0.0041,0.0004,0.1086,1.0,1.0,9.2122,781190,104015,0.217
tencentBlock.ns23573.oracleGeneral.zst,4094797,424705,0.0038,0.0004,0.1037,1.0,1.0,9.6415,781192,127654,0.3006
tencentBlock.ns2357.oracleGeneral.zst,1413580,362954,0.0013,0.0003,0.2568,1.0,1.0,3.8947,781199,204507,0.5635
tencentBlock.ns23561.oracleGeneral.zst,3773422,503144,0.0035,0.0005,0.1333,1.0,1.0,7.4997,781193,78573,0.1562
tencentBlock.ns2356.oracleGeneral.zst,11212284,689622,0.0104,0.0006,0.0615,1.0,1.0,16.2586,781199,337700,0.4897
tencentBlock.ns23544.oracleGeneral.zst,1130666,196677,0.0011,0.0002,0.1739,1.0,1.0,5.7488,781194,47257,0.2403
tencentBlock.ns2354.oracleGeneral.zst,5413105,567156,0.005,0.0005,0.1048,1.0,1.0,9.5443,781199,106374,0.1876
tencentBlock.ns23521.oracleGeneral.zst,1715860,176905,0.0016,0.0002,0.1031,1.0,1.0,9.6993,781191,55555,0.314
tencentBlock.ns23519.oracleGeneral.zst,6429062,691352,0.006,0.0006,0.1075,1.0,1.0,9.2993,781194,119134,0.1723
tencentBlock.ns23509.oracleGeneral.zst,2043214,222535,0.0019,0.0002,0.1089,1.0,1.0,9.1815,781191,26827,0.1206
tencentBlock.ns23497.oracleGeneral.zst,3316025,362238,0.0031,0.0003,0.1092,1.0,1.0,9.1543,781194,62118,0.1715
tencentBlock.ns23491.oracleGeneral.zst,5819414,729463,0.0054,0.0007,0.1253,1.0,1.0,7.9777,781192,151532,0.2077
tencentBlock.ns23488.oracleGeneral.zst,1003969,181151,0.0009,0.0002,0.1804,1.0,1.0,5.5422,781194,39756,0.2195
tencentBlock.ns23478.oracleGeneral.zst,1169660,200892,0.0011,0.0002,0.1718,1.0,1.0,5.8223,781193,41449,0.2063
tencentBlock.ns2347.oracleGeneral.zst,5449975,380275,0.0051,0.0004,0.0698,1.0,1.0,14.3317,781193,131684,0.3463
tencentBlock.ns23464.oracleGeneral.zst,1668642,192047,0.0016,0.0002,0.1151,1.0,1.0,8.6887,558241,40025,0.2084
tencentBlock.ns23455.oracleGeneral.zst,2140416,209617,0.002,0.0002,0.0979,1.0,1.0,10.2111,781192,54713,0.261
tencentBlock.ns23443.oracleGeneral.zst,3094949,323161,0.0029,0.0003,0.1044,1.0,1.0,9.5771,781194,79661,0.2465
tencentBlock.ns23434.oracleGeneral.zst,1564915,141163,0.0015,0.0001,0.0902,1.0,1.0,11.0859,781190,41437,0.2935
tencentBlock.ns23429.oracleGeneral.zst,24597750,1259265,0.0229,0.0012,0.0512,1.0,1.0,19.5334,781194,322892,0.2564
tencentBlock.ns23426.oracleGeneral.zst,2348998,203304,0.0022,0.0002,0.0865,1.0,1.0,11.5541,781193,5910,0.0291
tencentBlock.ns23420.oracleGeneral.zst,1275413,155591,0.0012,0.0001,0.122,1.0,1.0,8.1972,781193,75582,0.4858
tencentBlock.ns23418.oracleGeneral.zst,2457921,166313,0.0023,0.0002,0.0677,1.0,1.0,14.7789,781193,56707,0.341
tencentBlock.ns23409.oracleGeneral.zst,1372167,180080,0.0013,0.0002,0.1312,1.0,1.0,7.6198,781194,5879,0.0326
tencentBlock.ns23399.oracleGeneral.zst,3361614,381162,0.0031,0.0004,0.1134,1.0,1.0,8.8194,781192,63829,0.1675
tencentBlock.ns23398.oracleGeneral.zst,4012210,457298,0.0037,0.0004,0.114,1.0,1.0,8.7737,781194,98563,0.2155
tencentBlock.ns23391.oracleGeneral.zst,1133902,137598,0.0011,0.0001,0.1213,1.0,1.0,8.2407,781193,2351,0.0171
tencentBlock.ns23390.oracleGeneral.zst,2216156,189217,0.0021,0.0002,0.0854,1.0,1.0,11.7122,781195,37970,0.2007
tencentBlock.ns2339.oracleGeneral.zst,6442415,492578,0.006,0.0005,0.0765,1.0,1.0,13.079,781199,135429,0.2749
tencentBlock.ns23386.oracleGeneral.zst,1844338,228999,0.0017,0.0002,0.1242,1.0,1.0,8.0539,781194,35464,0.1549
tencentBlock.ns23374.oracleGeneral.zst,3325968,1152246,0.0031,0.0011,0.3464,1.0,1.0,2.8865,781195,540281,0.4689
tencentBlock.ns2337.oracleGeneral.zst,46746367,2870398,0.0435,0.0027,0.0614,1.0,1.0,16.2857,781199,324181,0.1129
tencentBlock.ns23368.oracleGeneral.zst,7252763,426251,0.0068,0.0004,0.0588,1.0,1.0,17.0152,781194,171420,0.4022
tencentBlock.ns23354.oracleGeneral.zst,3221289,569134,0.003,0.0005,0.1767,1.0,1.0,5.66,781195,84296,0.1481
tencentBlock.ns23349.oracleGeneral.zst,1252637,201137,0.0012,0.0002,0.1606,1.0,1.0,6.2278,781195,34731,0.1727
tencentBlock.ns23340.oracleGeneral.zst,4804901,535456,0.0045,0.0005,0.1114,1.0,1.0,8.9735,781195,96291,0.1798
tencentBlock.ns23337.oracleGeneral.zst,1520903,217393,0.0014,0.0002,0.1429,1.0,1.0,6.9961,781191,44161,0.2031
tencentBlock.ns23336.oracleGeneral.zst,3865183,455501,0.0036,0.0004,0.1178,1.0,1.0,8.4856,781195,123854,0.2719
tencentBlock.ns2333.oracleGeneral.zst,4716853,510818,0.0044,0.0005,0.1083,1.0,1.0,9.2339,781195,140125,0.2743
tencentBlock.ns23325.oracleGeneral.zst,2514485,249647,0.0023,0.0002,0.0993,1.0,1.0,10.0722,781190,71031,0.2845
tencentBlock.ns23324.oracleGeneral.zst,2989426,299719,0.0028,0.0003,0.1003,1.0,1.0,9.9741,588842,63264,0.2111
tencentBlock.ns23322.oracleGeneral.zst,1330167,141357,0.0012,0.0001,0.1063,1.0,1.0,9.41,781195,41038,0.2903
tencentBlock.ns23320.oracleGeneral.zst,1660124,214118,0.0015,0.0002,0.129,1.0,1.0,7.7533,781192,37748,0.1763
tencentBlock.ns23319.oracleGeneral.zst,3557171,320042,0.0033,0.0003,0.09,1.0,1.0,11.1147,781194,47314,0.1478
tencentBlock.ns23307.oracleGeneral.zst,3993327,464202,0.0037,0.0004,0.1162,1.0,1.0,8.6026,781195,146549,0.3157
tencentBlock.ns23302.oracleGeneral.zst,3988654,450989,0.0037,0.0004,0.1131,1.0,1.0,8.8442,781195,144032,0.3194
tencentBlock.ns23299.oracleGeneral.zst,5853022,3540399,0.0055,0.0033,0.6049,1.0,1.0,1.6532,781191,2182596,0.6165
tencentBlock.ns23283.oracleGeneral.zst,5001709,883088,0.0047,0.0008,0.1766,1.0,1.0,5.6639,781193,371811,0.421
tencentBlock.ns2328.oracleGeneral.zst,3816924,225935,0.0036,0.0002,0.0592,1.0,1.0,16.8939,781199,36224,0.1603
tencentBlock.ns23279.oracleGeneral.zst,2737133,172420,0.0025,0.0002,0.063,1.0,1.0,15.8748,781195,102571,0.5949
tencentBlock.ns23274.oracleGeneral.zst,21413066,116762,0.0199,0.0001,0.0055,1.0,1.0,183.3907,781195,29935,0.2564
tencentBlock.ns23272.oracleGeneral.zst,1738188,210854,0.0016,0.0002,0.1213,1.0,1.0,8.2436,781191,68593,0.3253
tencentBlock.ns23266.oracleGeneral.zst,2544897,232293,0.0024,0.0002,0.0913,1.0,1.0,10.9555,781190,56818,0.2446
tencentBlock.ns23257.oracleGeneral.zst,5935149,552506,0.0055,0.0005,0.0931,1.0,1.0,10.7422,781195,177974,0.3221
tencentBlock.ns23230.oracleGeneral.zst,9192714,946377,0.0086,0.0009,0.1029,1.0,1.0,9.7136,781195,135880,0.1436
tencentBlock.ns2322.oracleGeneral.zst,1566607,277665,0.0015,0.0003,0.1772,1.0,1.0,5.6421,781198,38865,0.14
tencentBlock.ns23219.oracleGeneral.zst,1257731,148383,0.0012,0.0001,0.118,1.0,1.0,8.4762,781193,6436,0.0434
tencentBlock.ns23218.oracleGeneral.zst,1836338,125217,0.0017,0.0001,0.0682,1.0,1.0,14.6652,781194,38720,0.3092
tencentBlock.ns23215.oracleGeneral.zst,1087008,342332,0.001,0.0003,0.3149,1.0,1.0,3.1753,781193,245988,0.7186
tencentBlock.ns23214.oracleGeneral.zst,2165864,229771,0.002,0.0002,0.1061,1.0,1.0,9.4262,781191,75796,0.3299
tencentBlock.ns23209.oracleGeneral.zst,1413222,131505,0.0013,0.0001,0.0931,1.0,1.0,10.7465,781191,20904,0.159
tencentBlock.ns23204.oracleGeneral.zst,3423727,375779,0.0032,0.0003,0.1098,1.0,1.0,9.111,781195,79166,0.2107
tencentBlock.ns23202.oracleGeneral.zst,4825125,363565,0.0045,0.0003,0.0753,1.0,1.0,13.2717,781195,61150,0.1682
tencentBlock.ns23186.oracleGeneral.zst,2454859,219029,0.0023,0.0002,0.0892,1.0,1.0,11.2079,781195,110615,0.505
tencentBlock.ns23173.oracleGeneral.zst,2241805,294352,0.0021,0.0003,0.1313,1.0,1.0,7.6161,781194,94297,0.3204
tencentBlock.ns23164.oracleGeneral.zst,1702867,199226,0.0016,0.0002,0.117,1.0,1.0,8.5474,781192,49850,0.2502
tencentBlock.ns23155.oracleGeneral.zst,1248081,376001,0.0012,0.0004,0.3013,1.0,1.0,3.3194,781195,197251,0.5246
tencentBlock.ns2315.oracleGeneral.zst,1943119,316564,0.0018,0.0003,0.1629,1.0,1.0,6.1382,781190,54980,0.1737
tencentBlock.ns23147.oracleGeneral.zst,1407267,186841,0.0013,0.0002,0.1328,1.0,1.0,7.5319,781194,24709,0.1322
tencentBlock.ns23140.oracleGeneral.zst,1341594,520192,0.0012,0.0005,0.3877,1.0,1.0,2.579,781191,408525,0.7853
tencentBlock.ns23130.oracleGeneral.zst,1309905,145905,0.0012,0.0001,0.1114,1.0,1.0,8.9778,781194,4603,0.0315
tencentBlock.ns2313.oracleGeneral.zst,98013165,16838253,0.0913,0.0157,0.1718,1.0,1.0,5.8209,781200,11513585,0.6838
tencentBlock.ns23119.oracleGeneral.zst,1778445,139544,0.0017,0.0001,0.0785,1.0,1.0,12.7447,781195,21573,0.1546
tencentBlock.ns23111.oracleGeneral.zst,2226124,186530,0.0021,0.0002,0.0838,1.0,1.0,11.9344,781193,6882,0.0369
tencentBlock.ns23109.oracleGeneral.zst,1068904,258784,0.001,0.0002,0.2421,1.0,1.0,4.1305,781192,126990,0.4907
tencentBlock.ns23107.oracleGeneral.zst,2569514,744840,0.0024,0.0007,0.2899,1.0,1.0,3.4498,781193,524004,0.7035
tencentBlock.ns23102.oracleGeneral.zst,2103801,345350,0.002,0.0003,0.1642,1.0,1.0,6.0918,781195,131210,0.3799
tencentBlock.ns23087.oracleGeneral.zst,1461188,180023,0.0014,0.0002,0.1232,1.0,1.0,8.1167,781194,34768,0.1931
tencentBlock.ns2308.oracleGeneral.zst,61432220,2078357,0.0572,0.0019,0.0338,1.0,1.0,29.5581,781200,617210,0.297
tencentBlock.ns23078.oracleGeneral.zst,1177895,213704,0.0011,0.0002,0.1814,1.0,1.0,5.5118,294742,91578,0.4285
tencentBlock.ns23074.oracleGeneral.zst,2282828,304198,0.0021,0.0003,0.1333,1.0,1.0,7.5044,474737,71055,0.2336
tencentBlock.ns23061.oracleGeneral.zst,1559004,215036,0.0015,0.0002,0.1379,1.0,1.0,7.25,781193,35843,0.1667
tencentBlock.ns23053.oracleGeneral.zst,1367784,234581,0.0013,0.0002,0.1715,1.0,1.0,5.8308,781195,49690,0.2118
tencentBlock.ns23047.oracleGeneral.zst,2261461,292443,0.0021,0.0003,0.1293,1.0,1.0,7.733,781195,130201,0.4452
tencentBlock.ns23037.oracleGeneral.zst,3209085,302255,0.003,0.0003,0.0942,1.0,1.0,10.6171,781191,96076,0.3179
tencentBlock.ns23030.oracleGeneral.zst,1058660,163172,0.001,0.0002,0.1541,1.0,1.0,6.488,781193,57051,0.3496
tencentBlock.ns2303.oracleGeneral.zst,4143847,446980,0.0039,0.0004,0.1079,1.0,1.0,9.2708,781198,17401,0.0389
tencentBlock.ns23026.oracleGeneral.zst,6625678,527451,0.0062,0.0005,0.0796,1.0,1.0,12.5617,781193,107886,0.2045
tencentBlock.ns23016.oracleGeneral.zst,1372398,229611,0.0013,0.0002,0.1673,1.0,1.0,5.9771,781195,64514,0.281
tencentBlock.ns23014.oracleGeneral.zst,18539056,283194,0.0173,0.0003,0.0153,1.0,1.0,65.4642,781165,51440,0.1816
tencentBlock.ns23007.oracleGeneral.zst,1159696,129685,0.0011,0.0001,0.1118,1.0,1.0,8.9424,781195,51670,0.3984
tencentBlock.ns22998.oracleGeneral.zst,1194361,202132,0.0011,0.0002,0.1692,1.0,1.0,5.9088,781190,61187,0.3027
tencentBlock.ns22989.oracleGeneral.zst,1408003,236877,0.0013,0.0002,0.1682,1.0,1.0,5.944,781191,48130,0.2032
