trace,num_requests,num_objects,req_gib,obj_gib,compulsory_miss_ratio,obj_size_req,obj_size_obj,freq_mean,time_span_sec,onehit_count,onehit_ratio
cf_allcolo.ns420.oracleGeneral.zst,34801196,137303,0.0324,0.0001,0.0039,1.0,1.0,253.4628,604806,11417,0.0832
cf_allcolo.ns42.oracleGeneral.zst,477033770,83305689,0.4443,0.0776,0.1746,1.0,1.0,5.7263,604806,1895101,0.0227
cf_allcolo.ns417.oracleGeneral.zst,55402894,667516,0.0516,0.0006,0.012,1.0,1.0,82.9986,604803,235116,0.3522
cf_allcolo.ns414.oracleGeneral.zst,1771476,126279,0.0016,0.0001,0.0713,1.0,1.0,14.0283,604793,64879,0.5138
cf_allcolo.ns413.oracleGeneral.zst,32729905,552581,0.0305,0.0005,0.0169,1.0,1.0,59.231,604802,53099,0.0961
cf_allcolo.ns408.oracleGeneral.zst,24184586,1221731,0.0225,0.0011,0.0505,1.0,1.0,19.7953,604801,1087311,0.89
cf_allcolo.ns403.oracleGeneral.zst,3329464,3303813,0.0031,0.0031,0.9923,1.0,1.0,1.0078,604803,3278340,0.9923
cf_allcolo.ns4.oracleGeneral.zst,1382047759,123588137,1.2871,0.1151,0.0894,1.0,1.0,11.1827,604809,87705132,0.7097
cf_allcolo.ns3985.oracleGeneral.zst,3135587,104689,0.0029,0.0001,0.0334,1.0,1.0,29.9514,604776,34726,0.3317
cf_allcolo.ns3967.oracleGeneral.zst,1744878,125634,0.0016,0.0001,0.072,1.0,1.0,13.8886,604790,64930,0.5168
cf_allcolo.ns3965.oracleGeneral.zst,2503682,169480,0.0023,0.0002,0.0677,1.0,1.0,14.7727,604796,133,0.0008
cf_allcolo.ns3948.oracleGeneral.zst,2211179,872712,0.0021,0.0008,0.3947,1.0,1.0,2.5337,604788,631274,0.7233
cf_allcolo.ns389.oracleGeneral.zst,36314234,649797,0.0338,0.0006,0.0179,1.0,1.0,55.8855,604803,394760,0.6075
cf_allcolo.ns3861.oracleGeneral.zst,15487592,263939,0.0144,0.0002,0.017,1.0,1.0,58.6787,604799,141,0.0005
cf_allcolo.ns382.oracleGeneral.zst,4239585,182291,0.0039,0.0002,0.043,1.0,1.0,23.2572,604795,66737,0.3661
cf_allcolo.ns3815.oracleGeneral.zst,2347655,1154728,0.0022,0.0011,0.4919,1.0,1.0,2.0331,604794,1113289,0.9641
cf_allcolo.ns3812.oracleGeneral.zst,1482893,297083,0.0014,0.0003,0.2003,1.0,1.0,4.9915,604758,181407,0.6106
cf_allcolo.ns380.oracleGeneral.zst,32816528,158219,0.0306,0.0001,0.0048,1.0,1.0,207.4121,604807,156206,0.9873
cf_allcolo.ns379.oracleGeneral.zst,4333717,188636,0.004,0.0002,0.0435,1.0,1.0,22.974,604794,69434,0.3681
cf_allcolo.ns378.oracleGeneral.zst,4467203,191697,0.0042,0.0002,0.0429,1.0,1.0,23.3035,604789,70556,0.3681
cf_allcolo.ns377.oracleGeneral.zst,4424584,191499,0.0041,0.0002,0.0433,1.0,1.0,23.105,604797,71255,0.3721
cf_allcolo.ns376.oracleGeneral.zst,3907848,180722,0.0036,0.0002,0.0462,1.0,1.0,21.6235,604794,67700,0.3746
cf_allcolo.ns375.oracleGeneral.zst,4319498,189378,0.004,0.0002,0.0438,1.0,1.0,22.8089,604801,69474,0.3669
cf_allcolo.ns374.oracleGeneral.zst,4320067,191430,0.004,0.0002,0.0443,1.0,1.0,22.5673,604803,70912,0.3704
cf_allcolo.ns373.oracleGeneral.zst,4376353,190041,0.0041,0.0002,0.0434,1.0,1.0,23.0285,604804,70204,0.3694
cf_allcolo.ns370.oracleGeneral.zst,34470035,215837,0.0321,0.0002,0.0063,1.0,1.0,159.704,604801,38752,0.1795
cf_allcolo.ns37.oracleGeneral.zst,16741483,114736,0.0156,0.0001,0.0069,1.0,1.0,145.9131,604801,41293,0.3599
cf_allcolo.ns3693.oracleGeneral.zst,1774865,1576264,0.0017,0.0015,0.8881,1.0,1.0,1.126,604776,1487787,0.9439
cf_allcolo.ns368.oracleGeneral.zst,4367058,188557,0.0041,0.0002,0.0432,1.0,1.0,23.1604,604796,69410,0.3681
cf_allcolo.ns367.oracleGeneral.zst,4425171,192208,0.0041,0.0002,0.0434,1.0,1.0,23.0228,604792,70779,0.3682
cf_allcolo.ns366.oracleGeneral.zst,4426024,191328,0.0041,0.0002,0.0432,1.0,1.0,23.1332,604785,70103,0.3664
cf_allcolo.ns3652.oracleGeneral.zst,2340065,402659,0.0022,0.0004,0.1721,1.0,1.0,5.8115,604801,234216,0.5817
cf_allcolo.ns3642.oracleGeneral.zst,1620818,371492,0.0015,0.0003,0.2292,1.0,1.0,4.363,604796,366389,0.9863
cf_allcolo.ns3641.oracleGeneral.zst,1663523,1586597,0.0015,0.0015,0.9538,1.0,1.0,1.0485,604804,1523443,0.9602
cf_allcolo.ns362.oracleGeneral.zst,37333006,1785650,0.0348,0.0017,0.0478,1.0,1.0,20.9072,604801,560302,0.3138
cf_allcolo.ns361.oracleGeneral.zst,4250318,191361,0.004,0.0002,0.045,1.0,1.0,22.211,604797,70345,0.3676
cf_allcolo.ns359.oracleGeneral.zst,4260099,191140,0.004,0.0002,0.0449,1.0,1.0,22.2878,604791,70318,0.3679
cf_allcolo.ns357.oracleGeneral.zst,28025325,1246528,0.0261,0.0012,0.0445,1.0,1.0,22.4827,604803,515794,0.4138
cf_allcolo.ns353.oracleGeneral.zst,8904910,383031,0.0083,0.0004,0.043,1.0,1.0,23.2485,604806,135188,0.3529
cf_allcolo.ns3493.oracleGeneral.zst,3777199,181008,0.0035,0.0002,0.0479,1.0,1.0,20.8676,604792,67780,0.3745
cf_allcolo.ns349.oracleGeneral.zst,40707283,36107369,0.0379,0.0336,0.887,1.0,1.0,1.1274,604804,35792058,0.9913
cf_allcolo.ns346.oracleGeneral.zst,9613248,155130,0.009,0.0001,0.0161,1.0,1.0,61.969,604795,8798,0.0567
cf_allcolo.ns3453.oracleGeneral.zst,4236152,182323,0.0039,0.0002,0.043,1.0,1.0,23.2343,604789,66830,0.3665
cf_allcolo.ns345.oracleGeneral.zst,3226504,625105,0.003,0.0006,0.1937,1.0,1.0,5.1615,604796,219550,0.3512
cf_allcolo.ns344.oracleGeneral.zst,9268056,222723,0.0086,0.0002,0.024,1.0,1.0,41.6125,604803,87557,0.3931
cf_allcolo.ns3413.oracleGeneral.zst,4231618,181806,0.0039,0.0002,0.043,1.0,1.0,23.2755,604785,66026,0.3632
cf_allcolo.ns3411.oracleGeneral.zst,4283104,191959,0.004,0.0002,0.0448,1.0,1.0,22.3126,604795,70505,0.3673
cf_allcolo.ns341.oracleGeneral.zst,15544415,931699,0.0145,0.0009,0.0599,1.0,1.0,16.6839,604804,408437,0.4384
cf_allcolo.ns34.oracleGeneral.zst,1681432,231751,0.0016,0.0002,0.1378,1.0,1.0,7.2553,604792,127753,0.5513
cf_allcolo.ns3398.oracleGeneral.zst,4361505,190841,0.0041,0.0002,0.0438,1.0,1.0,22.8541,604783,70183,0.3678
cf_allcolo.ns3397.oracleGeneral.zst,4371195,191144,0.0041,0.0002,0.0437,1.0,1.0,22.8686,604791,70673,0.3697
cf_allcolo.ns3383.oracleGeneral.zst,1254998,451963,0.0012,0.0004,0.3601,1.0,1.0,2.7768,604788,321064,0.7104
cf_allcolo.ns332.oracleGeneral.zst,25074596,1982629,0.0234,0.0018,0.0791,1.0,1.0,12.6471,604803,1793,0.0009
cf_allcolo.ns3300.oracleGeneral.zst,1296526,198619,0.0012,0.0002,0.1532,1.0,1.0,6.5277,604773,189363,0.9534
cf_allcolo.ns329.oracleGeneral.zst,1610435,486656,0.0015,0.0005,0.3022,1.0,1.0,3.3092,604788,462019,0.9494
cf_allcolo.ns3273.oracleGeneral.zst,2345499,759213,0.0022,0.0007,0.3237,1.0,1.0,3.0894,604786,716392,0.9436
cf_allcolo.ns325.oracleGeneral.zst,5187764,168561,0.0048,0.0002,0.0325,1.0,1.0,30.7768,604793,53725,0.3187
cf_allcolo.ns322.oracleGeneral.zst,28611448,2982605,0.0266,0.0028,0.1042,1.0,1.0,9.5928,604805,2913858,0.977
cf_allcolo.ns321.oracleGeneral.zst,9088811,294917,0.0085,0.0003,0.0324,1.0,1.0,30.8182,604803,248865,0.8438
cf_allcolo.ns32.oracleGeneral.zst,59207085,727266,0.0551,0.0007,0.0123,1.0,1.0,81.4105,604801,266685,0.3667
cf_allcolo.ns3177.oracleGeneral.zst,1366167,1351507,0.0013,0.0013,0.9893,1.0,1.0,1.0108,604799,1337116,0.9894
cf_allcolo.ns317.oracleGeneral.zst,17396530,17331479,0.0162,0.0161,0.9963,1.0,1.0,1.0038,604806,17266518,0.9963
cf_allcolo.ns315.oracleGeneral.zst,46810885,176846,0.0436,0.0002,0.0038,1.0,1.0,264.6986,604802,154,0.0009
cf_allcolo.ns3149.oracleGeneral.zst,6504662,305859,0.0061,0.0003,0.047,1.0,1.0,21.2669,604805,247435,0.809
cf_allcolo.ns3139.oracleGeneral.zst,4129263,241506,0.0038,0.0002,0.0585,1.0,1.0,17.098,604781,161607,0.6692
cf_allcolo.ns312.oracleGeneral.zst,8780879,125522,0.0082,0.0001,0.0143,1.0,1.0,69.9549,604804,34019,0.271
cf_allcolo.ns311.oracleGeneral.zst,2874441,1472229,0.0027,0.0014,0.5122,1.0,1.0,1.9524,604805,1376265,0.9348
cf_allcolo.ns3100.oracleGeneral.zst,1163606,113104,0.0011,0.0001,0.0972,1.0,1.0,10.2879,604791,111805,0.9885
cf_allcolo.ns31.oracleGeneral.zst,128190074,6798520,0.1194,0.0063,0.053,1.0,1.0,18.8556,604807,4312042,0.6343
cf_allcolo.ns3097.oracleGeneral.zst,4280401,189800,0.004,0.0002,0.0443,1.0,1.0,22.5522,604789,69902,0.3683
cf_allcolo.ns3092.oracleGeneral.zst,1269129,1259457,0.0012,0.0012,0.9924,1.0,1.0,1.0077,604800,1252466,0.9944
cf_allcolo.ns3061.oracleGeneral.zst,2431915,1192256,0.0023,0.0011,0.4903,1.0,1.0,2.0398,604798,2239,0.0019
cf_allcolo.ns3054.oracleGeneral.zst,1200636,391444,0.0011,0.0004,0.326,1.0,1.0,3.0672,604793,258536,0.6605
cf_allcolo.ns3046.oracleGeneral.zst,1035250,155769,0.001,0.0001,0.1505,1.0,1.0,6.6461,604790,75112,0.4822
cf_allcolo.ns304.oracleGeneral.zst,2320222,2298777,0.0022,0.0021,0.9908,1.0,1.0,1.0093,604799,2277519,0.9908
cf_allcolo.ns302.oracleGeneral.zst,4985432,210503,0.0046,0.0002,0.0422,1.0,1.0,23.6834,604792,105827,0.5027
cf_allcolo.ns30.oracleGeneral.zst,125718356,3751790,0.1171,0.0035,0.0298,1.0,1.0,33.5089,604809,3116809,0.8308
cf_allcolo.ns3.oracleGeneral.zst,655311644,40783884,0.6103,0.038,0.0622,1.0,1.0,16.0679,604808,21270104,0.5215
cf_allcolo.ns299.oracleGeneral.zst,4689489,144656,0.0044,0.0001,0.0308,1.0,1.0,32.4182,604798,37468,0.259
cf_allcolo.ns2980.oracleGeneral.zst,4454226,191820,0.0041,0.0002,0.0431,1.0,1.0,23.2209,604786,70732,0.3687
cf_allcolo.ns298.oracleGeneral.zst,6776947,101649,0.0063,0.0001,0.015,1.0,1.0,66.6701,604797,11911,0.1172
cf_allcolo.ns2976.oracleGeneral.zst,1188968,145216,0.0011,0.0001,0.1221,1.0,1.0,8.1876,604785,156,0.0011
cf_allcolo.ns2975.oracleGeneral.zst,4369265,190797,0.0041,0.0002,0.0437,1.0,1.0,22.9001,604797,70844,0.3713
cf_allcolo.ns297.oracleGeneral.zst,19978630,13215454,0.0186,0.0123,0.6615,1.0,1.0,1.5118,604802,12950592,0.98
cf_allcolo.ns2968.oracleGeneral.zst,4504158,190782,0.0042,0.0002,0.0424,1.0,1.0,23.6089,604785,70092,0.3674
cf_allcolo.ns2963.oracleGeneral.zst,4370870,192129,0.0041,0.0002,0.044,1.0,1.0,22.7497,604790,70874,0.3689
cf_allcolo.ns2959.oracleGeneral.zst,2182677,382932,0.002,0.0004,0.1754,1.0,1.0,5.6999,604794,312559,0.8162
cf_allcolo.ns2957.oracleGeneral.zst,1039294,1027617,0.001,0.001,0.9888,1.0,1.0,1.0114,604782,1015946,0.9886
cf_allcolo.ns2941.oracleGeneral.zst,8074905,332134,0.0075,0.0003,0.0411,1.0,1.0,24.3122,604797,2572,0.0077
cf_allcolo.ns294.oracleGeneral.zst,8559871,214147,0.008,0.0002,0.025,1.0,1.0,39.9719,604801,93417,0.4362
cf_allcolo.ns2930.oracleGeneral.zst,2123437,100394,0.002,0.0001,0.0473,1.0,1.0,21.151,604776,16368,0.163
cf_allcolo.ns2927.oracleGeneral.zst,1565714,106565,0.0015,0.0001,0.0681,1.0,1.0,14.6926,604782,83715,0.7856
cf_allcolo.ns2925.oracleGeneral.zst,4297819,190716,0.004,0.0002,0.0444,1.0,1.0,22.5352,604779,70153,0.3678
cf_allcolo.ns291.oracleGeneral.zst,7693229,164172,0.0072,0.0002,0.0213,1.0,1.0,46.8608,604796,370,0.0023
cf_allcolo.ns2908.oracleGeneral.zst,4862191,673933,0.0045,0.0006,0.1386,1.0,1.0,7.2147,604799,420005,0.6232
cf_allcolo.ns2904.oracleGeneral.zst,4197451,190443,0.0039,0.0002,0.0454,1.0,1.0,22.0405,604790,69852,0.3668
cf_allcolo.ns2903.oracleGeneral.zst,3685990,180545,0.0034,0.0002,0.049,1.0,1.0,20.4159,604785,67099,0.3716
cf_allcolo.ns2901.oracleGeneral.zst,4389451,191268,0.0041,0.0002,0.0436,1.0,1.0,22.9492,604787,70450,0.3683
cf_allcolo.ns2893.oracleGeneral.zst,4282701,190683,0.004,0.0002,0.0445,1.0,1.0,22.4598,604790,70149,0.3679
cf_allcolo.ns2892.oracleGeneral.zst,4237023,191223,0.0039,0.0002,0.0451,1.0,1.0,22.1575,604793,70149,0.3668
cf_allcolo.ns2886.oracleGeneral.zst,4229096,190440,0.0039,0.0002,0.045,1.0,1.0,22.207,604798,70266,0.369
cf_allcolo.ns2871.oracleGeneral.zst,4317288,191185,0.004,0.0002,0.0443,1.0,1.0,22.5817,604784,70370,0.3681
cf_allcolo.ns2863.oracleGeneral.zst,4361661,191480,0.0041,0.0002,0.0439,1.0,1.0,22.7787,604786,70680,0.3691
cf_allcolo.ns2861.oracleGeneral.zst,5161431,108098,0.0048,0.0001,0.0209,1.0,1.0,47.7477,604791,66315,0.6135
cf_allcolo.ns2856.oracleGeneral.zst,10084349,381702,0.0094,0.0004,0.0379,1.0,1.0,26.4194,604791,143510,0.376
cf_allcolo.ns2778.oracleGeneral.zst,1102697,427144,0.001,0.0004,0.3874,1.0,1.0,2.5816,604798,842,0.002
cf_allcolo.ns277.oracleGeneral.zst,11889199,103447,0.0111,0.0001,0.0087,1.0,1.0,114.9303,604801,215,0.0021
cf_allcolo.ns2758.oracleGeneral.zst,2763299,101528,0.0026,0.0001,0.0367,1.0,1.0,27.2171,604791,101116,0.9959
cf_allcolo.ns274.oracleGeneral.zst,3168264,544081,0.003,0.0005,0.1717,1.0,1.0,5.8231,604793,292863,0.5383
cf_allcolo.ns271.oracleGeneral.zst,36469415,29990590,0.034,0.0279,0.8223,1.0,1.0,1.216,604803,26858960,0.8956
cf_allcolo.ns2702.oracleGeneral.zst,1234324,289209,0.0011,0.0003,0.2343,1.0,1.0,4.2679,604792,375,0.0013
cf_allcolo.ns270.oracleGeneral.zst,17414977,957391,0.0162,0.0009,0.055,1.0,1.0,18.19,604802,944917,0.987
cf_allcolo.ns267.oracleGeneral.zst,6301219,103888,0.0059,0.0001,0.0165,1.0,1.0,60.654,604798,84207,0.8106
cf_allcolo.ns2654.oracleGeneral.zst,4406674,193457,0.0041,0.0002,0.0439,1.0,1.0,22.7786,604799,71877,0.3715
cf_allcolo.ns2652.oracleGeneral.zst,3097195,115017,0.0029,0.0001,0.0371,1.0,1.0,26.9281,604790,72799,0.6329
cf_allcolo.ns2647.oracleGeneral.zst,3038746,190578,0.0028,0.0002,0.0627,1.0,1.0,15.9449,604791,227,0.0012
cf_allcolo.ns2638.oracleGeneral.zst,4424432,191442,0.0041,0.0002,0.0433,1.0,1.0,23.1111,604796,70373,0.3676
cf_allcolo.ns2637.oracleGeneral.zst,4340144,191527,0.004,0.0002,0.0441,1.0,1.0,22.6607,604787,70612,0.3687
cf_allcolo.ns261.oracleGeneral.zst,1881610,242129,0.0018,0.0002,0.1287,1.0,1.0,7.7711,604796,108847,0.4495
cf_allcolo.ns26.oracleGeneral.zst,624094508,1076996,0.5812,0.001,0.0017,1.0,1.0,579.4771,604808,273325,0.2538
cf_allcolo.ns2589.oracleGeneral.zst,7525472,244356,0.007,0.0002,0.0325,1.0,1.0,30.7972,604791,75906,0.3106
cf_allcolo.ns2570.oracleGeneral.zst,2201694,165914,0.0021,0.0002,0.0754,1.0,1.0,13.2701,604803,160930,0.97
cf_allcolo.ns257.oracleGeneral.zst,48538268,250633,0.0452,0.0002,0.0052,1.0,1.0,193.6627,604805,49761,0.1985
cf_allcolo.ns2561.oracleGeneral.zst,5326096,169301,0.005,0.0002,0.0318,1.0,1.0,31.4593,604791,55133,0.3257
cf_allcolo.ns256.oracleGeneral.zst,21236651,594153,0.0198,0.0006,0.028,1.0,1.0,35.7427,604807,167816,0.2824
cf_allcolo.ns2539.oracleGeneral.zst,10674358,160880,0.0099,0.0001,0.0151,1.0,1.0,66.3498,604798,20376,0.1267
cf_allcolo.ns2533.oracleGeneral.zst,6465443,965602,0.006,0.0009,0.1493,1.0,1.0,6.6958,604794,507985,0.5261
cf_allcolo.ns2527.oracleGeneral.zst,6765863,3277781,0.0063,0.0031,0.4845,1.0,1.0,2.0642,604794,2690113,0.8207
cf_allcolo.ns2526.oracleGeneral.zst,3381750,398790,0.0031,0.0004,0.1179,1.0,1.0,8.48,604796,264125,0.6623
cf_allcolo.ns2518.oracleGeneral.zst,1663880,1607848,0.0015,0.0015,0.9663,1.0,1.0,1.0348,604792,1556130,0.9678
cf_allcolo.ns2507.oracleGeneral.zst,1514403,1498593,0.0014,0.0014,0.9896,1.0,1.0,1.0105,604793,1487986,0.9929
cf_allcolo.ns2501.oracleGeneral.zst,3003755,439432,0.0028,0.0004,0.1463,1.0,1.0,6.8355,604770,185533,0.4222
cf_allcolo.ns248.oracleGeneral.zst,34374622,1577174,0.032,0.0015,0.0459,1.0,1.0,21.7951,604804,747212,0.4738
cf_allcolo.ns242.oracleGeneral.zst,10802225,270264,0.0101,0.0003,0.025,1.0,1.0,39.9692,604802,147424,0.5455
cf_allcolo.ns241.oracleGeneral.zst,17087462,269207,0.0159,0.0003,0.0158,1.0,1.0,63.4733,604804,146575,0.5445
cf_allcolo.ns24.oracleGeneral.zst,115011307,234959,0.1071,0.0002,0.002,1.0,1.0,489.4952,604803,62249,0.2649
cf_allcolo.ns2378.oracleGeneral.zst,4253977,1177518,0.004,0.0011,0.2768,1.0,1.0,3.6127,604797,869303,0.7383
cf_allcolo.ns236.oracleGeneral.zst,3616057,373446,0.0034,0.0003,0.1033,1.0,1.0,9.6829,604801,194633,0.5212
cf_allcolo.ns2340.oracleGeneral.zst,12211736,270068,0.0114,0.0003,0.0221,1.0,1.0,45.2173,604800,186538,0.6907
cf_allcolo.ns2338.oracleGeneral.zst,16314066,393425,0.0152,0.0004,0.0241,1.0,1.0,41.4668,604787,378692,0.9626
cf_allcolo.ns2335.oracleGeneral.zst,91514994,628561,0.0852,0.0006,0.0069,1.0,1.0,145.5945,604803,222367,0.3538
cf_allcolo.ns233.oracleGeneral.zst,58373546,965403,0.0544,0.0009,0.0165,1.0,1.0,60.4655,604803,356880,0.3697
cf_allcolo.ns2313.oracleGeneral.zst,21500270,1713173,0.02,0.0016,0.0797,1.0,1.0,12.55,604794,1491,0.0009
cf_allcolo.ns231.oracleGeneral.zst,13926853,310392,0.013,0.0003,0.0223,1.0,1.0,44.8686,604805,121532,0.3915
cf_allcolo.ns2302.oracleGeneral.zst,12030056,603482,0.0112,0.0006,0.0502,1.0,1.0,19.9344,604791,319943,0.5302
cf_allcolo.ns2301.oracleGeneral.zst,37093779,1788125,0.0345,0.0017,0.0482,1.0,1.0,20.7445,604806,559061,0.3127
cf_allcolo.ns23.oracleGeneral.zst,1790212633,27280364,1.6673,0.0254,0.0152,1.0,1.0,65.6228,604809,20916269,0.7667
cf_allcolo.ns2297.oracleGeneral.zst,1534608,419669,0.0014,0.0004,0.2735,1.0,1.0,3.6567,604788,313701,0.7475
cf_allcolo.ns2290.oracleGeneral.zst,2111028,330569,0.002,0.0003,0.1566,1.0,1.0,6.386,604790,193752,0.5861
cf_allcolo.ns2284.oracleGeneral.zst,15344001,405162,0.0143,0.0004,0.0264,1.0,1.0,37.8713,604798,128480,0.3171
cf_allcolo.ns2283.oracleGeneral.zst,1643480,1050269,0.0015,0.001,0.6391,1.0,1.0,1.5648,604790,871732,0.83
cf_allcolo.ns2281.oracleGeneral.zst,1535691,117001,0.0014,0.0001,0.0762,1.0,1.0,13.1255,604788,6877,0.0588
cf_allcolo.ns2280.oracleGeneral.zst,28674061,786913,0.0267,0.0007,0.0274,1.0,1.0,36.4387,604796,325296,0.4134
cf_allcolo.ns2272.oracleGeneral.zst,1248410,543742,0.0012,0.0005,0.4355,1.0,1.0,2.296,604790,387620,0.7129
cf_allcolo.ns226.oracleGeneral.zst,35787141,905495,0.0333,0.0008,0.0253,1.0,1.0,39.5222,604807,407499,0.45
cf_allcolo.ns2258.oracleGeneral.zst,1173987,191115,0.0011,0.0002,0.1628,1.0,1.0,6.1428,604788,116858,0.6115
cf_allcolo.ns2255.oracleGeneral.zst,3171981,1879813,0.003,0.0018,0.5926,1.0,1.0,1.6874,604794,1640167,0.8725
cf_allcolo.ns2251.oracleGeneral.zst,1714219,290764,0.0016,0.0003,0.1696,1.0,1.0,5.8956,604787,239004,0.822
cf_allcolo.ns225.oracleGeneral.zst,18445051,449226,0.0172,0.0004,0.0244,1.0,1.0,41.0596,604805,135445,0.3015
cf_allcolo.ns2243.oracleGeneral.zst,1961563,531787,0.0018,0.0005,0.2711,1.0,1.0,3.6886,604796,191581,0.3603
cf_allcolo.ns2208.oracleGeneral.zst,2203612,872837,0.0021,0.0008,0.3961,1.0,1.0,2.5247,604793,631539,0.7235
cf_allcolo.ns2202.oracleGeneral.zst,16391692,2617506,0.0153,0.0024,0.1597,1.0,1.0,6.2623,604794,1573146,0.601
cf_allcolo.ns22.oracleGeneral.zst,12881288,1235085,0.012,0.0012,0.0959,1.0,1.0,10.4295,604801,657941,0.5327
cf_allcolo.ns2192.oracleGeneral.zst,10710344,686445,0.01,0.0006,0.0641,1.0,1.0,15.6026,604799,462951,0.6744
cf_allcolo.ns219.oracleGeneral.zst,48389557,122917,0.0451,0.0001,0.0025,1.0,1.0,393.6767,604808,33042,0.2688
cf_allcolo.ns2181.oracleGeneral.zst,1194786,122217,0.0011,0.0001,0.1023,1.0,1.0,9.7759,604790,50452,0.4128
cf_allcolo.ns218.oracleGeneral.zst,103174175,9226475,0.0961,0.0086,0.0894,1.0,1.0,11.1824,604804,4995333,0.5414
cf_allcolo.ns2170.oracleGeneral.zst,1253809,124131,0.0012,0.0001,0.099,1.0,1.0,10.1007,604800,17949,0.1446
cf_allcolo.ns214.oracleGeneral.zst,138096963,7516627,0.1286,0.007,0.0544,1.0,1.0,18.3722,604806,16618,0.0022
cf_allcolo.ns2138.oracleGeneral.zst,2918142,1171580,0.0027,0.0011,0.4015,1.0,1.0,2.4908,604794,891272,0.7607
cf_allcolo.ns2136.oracleGeneral.zst,106402644,5570233,0.0991,0.0052,0.0524,1.0,1.0,19.102,604804,2534096,0.4549
cf_allcolo.ns2135.oracleGeneral.zst,2981790,533140,0.0028,0.0005,0.1788,1.0,1.0,5.5929,604790,349867,0.6562
cf_allcolo.ns2117.oracleGeneral.zst,2980761,136886,0.0028,0.0001,0.0459,1.0,1.0,21.7755,604797,59650,0.4358
cf_allcolo.ns2115.oracleGeneral.zst,4235854,191055,0.0039,0.0002,0.0451,1.0,1.0,22.1709,604791,70456,0.3688
cf_allcolo.ns2113.oracleGeneral.zst,1271824,311222,0.0012,0.0003,0.2447,1.0,1.0,4.0865,604781,306987,0.9864
cf_allcolo.ns2106.oracleGeneral.zst,2882954,668284,0.0027,0.0006,0.2318,1.0,1.0,4.314,604799,427405,0.6396
cf_allcolo.ns2096.oracleGeneral.zst,4649812,115607,0.0043,0.0001,0.0249,1.0,1.0,40.2209,604801,34316,0.2968
cf_allcolo.ns2066.oracleGeneral.zst,1046115,712857,0.001,0.0007,0.6814,1.0,1.0,1.4675,604797,700924,0.9833
cf_allcolo.ns206.oracleGeneral.zst,2864214,137876,0.0027,0.0001,0.0481,1.0,1.0,20.7738,604795,134176,0.9732
cf_allcolo.ns205.oracleGeneral.zst,3363782,2827945,0.0031,0.0026,0.8407,1.0,1.0,1.1895,604794,2710842,0.9586
cf_allcolo.ns2034.oracleGeneral.zst,3112394,272003,0.0029,0.0003,0.0874,1.0,1.0,11.4425,604798,170332,0.6262
cf_allcolo.ns203.oracleGeneral.zst,39022580,193138,0.0363,0.0002,0.0049,1.0,1.0,202.0451,604809,12611,0.0653
cf_allcolo.ns2028.oracleGeneral.zst,1021126,130137,0.001,0.0001,0.1274,1.0,1.0,7.8465,604793,100285,0.7706
cf_allcolo.ns2021.oracleGeneral.zst,20410706,142957,0.019,0.0001,0.007,1.0,1.0,142.7751,604805,33603,0.2351
cf_allcolo.ns201.oracleGeneral.zst,5271625,1033721,0.0049,0.001,0.1961,1.0,1.0,5.0997,604794,623622,0.6033
cf_allcolo.ns1998.oracleGeneral.zst,4347459,190495,0.004,0.0002,0.0438,1.0,1.0,22.8219,604796,70171,0.3684
cf_allcolo.ns1996.oracleGeneral.zst,4214447,189686,0.0039,0.0002,0.045,1.0,1.0,22.218,604798,69974,0.3689
cf_allcolo.ns1995.oracleGeneral.zst,4328452,191595,0.004,0.0002,0.0443,1.0,1.0,22.5917,604801,70897,0.37
cf_allcolo.ns199.oracleGeneral.zst,4004826,142234,0.0037,0.0001,0.0355,1.0,1.0,28.1566,604803,35938,0.2527
cf_allcolo.ns1984.oracleGeneral.zst,8416491,127978,0.0078,0.0001,0.0152,1.0,1.0,65.7651,604806,32705,0.2556
cf_allcolo.ns198.oracleGeneral.zst,95487082,1356379,0.0889,0.0013,0.0142,1.0,1.0,70.3985,604806,399625,0.2946
cf_allcolo.ns1971.oracleGeneral.zst,1451452,1441671,0.0014,0.0013,0.9933,1.0,1.0,1.0068,604793,1435302,0.9956
cf_allcolo.ns1964.oracleGeneral.zst,8640795,750962,0.008,0.0007,0.0869,1.0,1.0,11.5063,604803,496036,0.6605
cf_allcolo.ns1957.oracleGeneral.zst,1224564,150623,0.0011,0.0001,0.123,1.0,1.0,8.13,604795,121077,0.8038
cf_allcolo.ns1934.oracleGeneral.zst,4260517,196864,0.004,0.0002,0.0462,1.0,1.0,21.6419,604803,174436,0.8861
cf_allcolo.ns193.oracleGeneral.zst,36338938,454845,0.0338,0.0004,0.0125,1.0,1.0,79.893,604798,332100,0.7301
cf_allcolo.ns1924.oracleGeneral.zst,2949513,102762,0.0027,0.0001,0.0348,1.0,1.0,28.7024,604796,63295,0.6159
cf_allcolo.ns192.oracleGeneral.zst,35999520,709208,0.0335,0.0007,0.0197,1.0,1.0,50.7602,604805,238922,0.3369
cf_allcolo.ns1910.oracleGeneral.zst,4335421,182666,0.004,0.0002,0.0421,1.0,1.0,23.7341,604788,67356,0.3687
cf_allcolo.ns1909.oracleGeneral.zst,4287894,191751,0.004,0.0002,0.0447,1.0,1.0,22.3618,604792,70196,0.3661
